Year	Week	Home	Away	Score_home	Score_away
2020	13	TEN	CLE	35	41
2020	13	NYJ	LV	28	31
2020	13	MIN	JAX	27	24
2020	13	MIA	CIN	19	7
2020	13	HOU	IND	20	26
2020	13	ARI	LA	28	38
2020	13	SEA	NYG	12	17
2020	13	LAC	NE	0	45
2020	13	GB	PHI	30	16
2020	13	KC	DEN	22	16
2020	13	PIT	WAS	17	23
2020	13	SF	BUF	24	34
2020	13	BAL	DAL	34	17
2020	14	LA	NE	24	3
2020	14	CAR	DEN	27	32
2020	14	TB	MIN	26	14
2020	14	NYG	ARI	7	26
2020	14	MIA	KC	27	33
2020	14	JAX	TEN	10	31
2020	14	CIN	DAL	7	30
2020	14	CHI	HOU	36	7
2020	14	SEA	NYJ	40	3
2020	14	LV	IND	27	44
2020	14	SF	WAS	15	23
2020	14	LAC	ATL	20	17
2020	14	PHI	NO	24	21
2020	14	DET	GB	24	31
2020	14	BUF	PIT	26	15
2020	14	CLE	BAL	42	47
2020	15	LV	LAC	27	30
2020	15	DEN	BUF	19	48
2020	15	GB	CAR	24	16
2020	15	WAS	SEA	15	20
2020	15	BAL	JAX	40	14
2020	15	TEN	DET	46	25
2020	15	MIN	CHI	27	33
2020	15	MIA	NE	22	12
2020	15	DAL	SF	41	33
2020	15	IND	HOU	27	20
2020	15	ATL	TB	27	31
2020	15	LA	NYJ	20	23
2020	15	ARI	PHI	33	26
2020	15	NO	KC	29	32
2020	15	NYG	CLE	6	20
2020	15	CIN	PIT	27	17
2020	16	NO	MIN	52	33
2020	16	DET	TB	7	47
2020	16	ARI	SF	12	20
2020	16	LV	MIA	25	26
2020	16	BAL	NYG	27	13
2020	16	PIT	IND	28	24
2020	16	NYJ	CLE	23	16
2020	16	KC	ATL	17	14
2020	16	JAX	CHI	17	41
2020	16	HOU	CIN	31	37
2020	16	WAS	CAR	13	20
2020	16	LAC	DEN	19	16
2020	16	SEA	LA	20	9
2020	16	DAL	PHI	37	17
2020	16	GB	TEN	40	14
2020	16	NE	BUF	9	38
2020	17	BUF	MIA	56	26
2020	17	TB	ATL	44	27
2020	17	NYG	DAL	23	19
2020	17	NE	NYJ	28	14
2020	17	DET	MIN	35	37
2020	17	CLE	PIT	24	22
2020	17	CIN	BAL	3	38
2020	17	CHI	GB	16	35
2020	17	CAR	NO	7	33
2020	17	SF	SEA	23	26
2020	17	LA	ARI	18	7
2020	17	KC	LAC	21	38
2020	17	HOU	TEN	38	41
2020	17	DEN	LV	31	32
2020	17	IND	JAX	28	14
2020	17	PHI	WAS	14	20
2021	1	TB	DAL	31	29
2021	1	ATL	PHI	6	32
2021	1	BUF	PIT	16	23
2021	1	CAR	NYJ	19	14
2021	1	CIN	MIN	27	24
2021	1	DET	SF	33	41
2021	1	HOU	JAX	37	21
2021	1	IND	SEA	16	28
2021	1	TEN	ARI	13	38
2021	1	WAS	LAC	16	20
2021	1	KC	CLE	33	29
2021	1	NE	MIA	16	17
2021	1	NO	GB	38	3
2021	1	NYG	DEN	13	27
2021	1	LA	CHI	34	14
2021	1	LV	BAL	33	27
2021	2	WAS	NYG	30	29
2021	2	CAR	NO	26	7
2021	2	CHI	CIN	20	17
2021	2	CLE	HOU	31	21
2021	2	IND	LA	24	27
2021	2	JAX	DEN	13	23
2021	2	MIA	BUF	0	35
2021	2	NYJ	NE	6	25
2021	2	PHI	SF	11	17
2021	2	PIT	LV	17	26
2021	2	ARI	MIN	34	33
2021	2	TB	ATL	48	25
2021	2	LAC	DAL	17	20
2021	2	SEA	TEN	30	33
2021	2	BAL	KC	36	35
2021	2	GB	DET	35	17
2021	3	HOU	CAR	9	24
2021	3	BUF	WAS	43	21
2021	3	CLE	CHI	26	6
2021	3	DET	BAL	17	19
2021	3	JAX	ARI	19	31
2021	3	KC	LAC	24	30
2021	3	NE	NO	13	28
2021	3	NYG	ATL	14	17
2021	3	PIT	CIN	10	24
2021	3	TEN	IND	25	16
2021	3	DEN	NYJ	26	0
2021	3	LV	MIA	31	28
2021	3	LA	TB	34	24
2021	3	MIN	SEA	30	17
2021	3	SF	GB	28	30
2021	3	DAL	PHI	41	21
2021	4	CIN	JAX	24	21
2021	4	ATL	WAS	30	34
2021	4	BUF	HOU	40	0
2021	4	CHI	DET	24	14
2021	4	DAL	CAR	36	28
2021	4	MIA	IND	17	27
2021	4	MIN	CLE	7	14
2021	4	NO	NYG	21	27
2021	4	NYJ	TEN	27	24
2021	4	PHI	KC	30	42
2021	4	LA	ARI	20	37
2021	4	SF	SEA	21	28
2021	4	DEN	BAL	7	23
2021	4	GB	PIT	27	17
2021	4	NE	TB	17	19
2021	4	LAC	LV	28	14
2021	5	SEA	LA	17	26
2021	5	ATL	NYJ	27	20
2021	5	CAR	PHI	18	21
2021	5	CIN	GB	22	25
2021	5	HOU	NE	22	25
2021	5	JAX	TEN	19	37
2021	5	MIN	DET	19	17
2021	5	PIT	DEN	27	19
2021	5	TB	MIA	45	17
2021	5	WAS	NO	22	33
2021	5	LV	CHI	9	20
2021	5	LAC	CLE	47	42
2021	5	ARI	SF	17	10
2021	5	DAL	NYG	44	20
2021	5	KC	BUF	20	38
2021	5	BAL	IND	31	25
2021	6	PHI	TB	22	28
2021	6	JAX	MIA	23	20
2021	6	BAL	LAC	34	6
2021	6	CAR	MIN	28	34
2021	6	CHI	GB	14	24
2021	6	DET	CIN	11	34
2021	6	IND	HOU	31	3
2021	6	NYG	LA	11	38
2021	6	WAS	KC	13	31
2021	6	CLE	ARI	14	37
2021	6	DEN	LV	24	34
2021	6	NE	DAL	29	35
2021	6	PIT	SEA	23	20
2021	6	TEN	BUF	34	31
2021	7	CLE	DEN	17	14
2021	7	BAL	CIN	17	41
2021	7	GB	WAS	24	10
2021	7	MIA	ATL	28	30
2021	7	NE	NYJ	54	13
2021	7	NYG	CAR	25	3
2021	7	TEN	KC	27	3
2021	7	LV	PHI	33	22
2021	7	LA	DET	28	19
2021	7	ARI	HOU	31	5
2021	7	TB	CHI	38	3
2021	7	SF	IND	18	30
2021	7	SEA	NO	10	13
2021	8	ARI	GB	21	24
2021	8	ATL	CAR	13	19
2021	8	BUF	MIA	26	11
2021	8	CHI	SF	22	33
2021	8	CLE	PIT	10	15
2021	8	DET	PHI	6	44
2021	8	HOU	LA	22	38
2021	8	IND	TEN	31	34
2021	8	NYJ	CIN	34	31
2021	8	LAC	NE	24	27
2021	8	SEA	JAX	31	7
2021	8	DEN	WAS	17	10
2021	8	NO	TB	36	27
2021	8	MIN	DAL	16	20
2021	8	KC	NYG	20	17
2021	9	IND	NYJ	45	30
2021	9	BAL	MIN	34	31
2021	9	CAR	NE	6	24
2021	9	CIN	CLE	16	41
2021	9	DAL	DEN	16	30
2021	9	JAX	BUF	9	6
2021	9	MIA	HOU	17	9
2021	9	NO	ATL	25	27
2021	9	NYG	LV	23	16
2021	9	PHI	LAC	24	27
2021	9	KC	GB	13	7
2021	9	SF	ARI	17	31
2021	9	LA	TEN	16	28
2021	9	PIT	CHI	29	27
2021	10	MIA	BAL	22	10
2021	10	DAL	ATL	43	3
2021	10	IND	JAX	23	17
2021	10	NE	CLE	45	7
2021	10	NYJ	BUF	17	45
2021	10	PIT	DET	16	16
2021	10	TEN	NO	23	21
2021	10	WAS	TB	29	19
2021	10	ARI	CAR	10	34
2021	10	LAC	MIN	20	27
2021	10	DEN	PHI	13	30
2021	10	GB	SEA	17	0
2021	10	LV	KC	14	41
2021	10	SF	LA	10	31
